sample_id	start	end	extraction	context
1325970884163678208	107	146	Trastorno Narcisista de la Personalidad	"sonalidad Adictiva.
Trastorno Narcisista de la Personalidad
Trastornos alimenti"
1325970884163678208	50	83	Trastorno de Peter Pan y de Wendy	" de la Personalidad
Trastorno de Peter Pan y de Wendy
Personalidad Adicti"
1325970884163678208	171	205	Trastorno de ansiedad generalizada	"tornos alimenticios
Trastorno de ansiedad generalizada
Un poco de complejo"
1325970884163678208	147	170	Trastornos alimenticios	" de la Personalidad
Trastornos alimenticios
Trastorno de ansied"
1325970884163678208	9	49	Trastorno histrionico de la Personalidad	"Tenemos:
Trastorno histrionico de la Personalidad
Trastorno de Peter "
1489522261782679554	67	75	Canceres	a campaña de @ContraCanceres para acabar con las
1339875274633211904	97	117	5:30am Obesa Mórbida	"rio 
4:40Am: covid 
5:30am Obesa Mórbida con Abdomen Agudo 
"
1339875274633211904	90	95	covid	"efractario 
4:40Am: covid 
5:30am Obesa Mórbi"
1109044934500327424	138	148	Bronquitis	" Crisis Asmáticas
🌻 Bronquitis
🌻 Picaduras de inse"
1109044934500327424	84	100	Rinitis Alérgica	" de la primavera:
🌻 Rinitis Alérgica
🌻 Conjuntivitis
🌻 C"
1109044934500327424	103	116	Conjuntivitis	" Rinitis Alérgica
🌻 Conjuntivitis
🌻 Crisis Asmáticas
"
1109044934500327424	119	135	Crisis Asmáticas	"a
🌻 Conjuntivitis
🌻 Crisis Asmáticas
🌻 Bronquitis
🌻 Pica"
1109044934500327424	151	172	Picaduras de insectos	"icas
🌻 Bronquitis
🌻 Picaduras de insectos
https://t.co/WTAfbW"
1444849998273949700	157	177	trastorno bipolar ⬇️	"e lo que implica el trastorno bipolar ⬇️
Comprender sobre en"
1463900032143269889	101	109	Artritis	estra delegación ConArtritis-Fuenlabrada, en nue
1352625853851693057	211	218	covid19	"n del COVID-19
#testcovid19 #pcrcovid19 #testan"
1352625853851693057	223	230	covid19	"19
#testcovid19 #pcrcovid19 #testantigenos http"
1494669290003386369	267	275	diabetES	"Wsv2xGf

#diabetes #diabetESP https://t.co/e3e54"
1448564764221784066	98	122	Tromboembolismo Pulmonar	mos el Código TEP – Tromboembolismo Pulmonar -  que posibilitará
1448564764221784066	92	95	TEP	plantamos el Código TEP – Tromboembolismo P
1422620733872775171	157	160	TEA	"ta #asperger 
ConoceTEA (ConoCEA): Pregunta"
1422620733872775171	166	169	CEA	"ger 
ConoceTEA (ConoCEA): Preguntas y respu"
1496836073338511364	269	277	diabetES	"DcH9W0Z

#diabetes #diabetESP https://t.co/BEp7R"
1142731935476793344	260	266	dravet	d rara  #juntosporeldravet #tuyyo https://t.co
1252661937978122240	193	203	leucemia 😣	"del autismo y de la leucemia 😣
No comparto el víde"
